year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_mio_nac
2019,NUTS,2010,DE94,2,47.22
2011,NUTS,2010,DEA,1,1796.631
2012,NUTS,2010,DEA,1,1946.653
2013,NUTS,2010,DEA,1,2008.904
2014,NUTS,2010,DEA,1,2078.505
2015,NUTS,2010,DEA,1,2059.099
2016,NUTS,2010,DEA,1,2014.416
2017,NUTS,2010,DEA,1,2087.572
2018,NUTS,2010,DEA,1,2257.251
2019,NUTS,2010,DEA,1,2375.4
2011,NUTS,2010,DEA1,2,239.736
2012,NUTS,2010,DEA1,2,235.877
2013,NUTS,2010,DEA1,2,231.392
2014,NUTS,2010,DEA1,2,242.62
2015,NUTS,2010,DEA1,2,269.45
2016,NUTS,2010,DEA1,2,258.563
2017,NUTS,2010,DEA1,2,279.348
2018,NUTS,2010,DEA1,2,329.303
2019,NUTS,2010,DEA1,2,343.39
2011,NUTS,2010,DEA2,2,1340.503
2012,NUTS,2010,DEA2,2,1488.197
2013,NUTS,2010,DEA2,2,1566.687
2014,NUTS,2010,DEA2,2,1548.077
2015,NUTS,2010,DEA2,2,1508.305
2016,NUTS,2010,DEA2,2,1464.059
2017,NUTS,2010,DEA2,2,1486.198
2018,NUTS,2010,DEA2,2,1605.643
2019,NUTS,2010,DEA2,2,1710.87
2011,NUTS,2010,DEA3,2,51.781
2012,NUTS,2010,DEA3,2,50.738
2013,NUTS,2010,DEA3,2,49.958
2014,NUTS,2010,DEA3,2,73.606
2015,NUTS,2010,DEA3,2,51.776
2016,NUTS,2010,DEA3,2,55.391
2017,NUTS,2010,DEA3,2,62.538
2018,NUTS,2010,DEA3,2,64.785
2019,NUTS,2010,DEA3,2,66.83
2011,NUTS,2010,DEA4,2,42.783
2012,NUTS,2010,DEA4,2,41.244
2013,NUTS,2010,DEA4,2,40.767
2014,NUTS,2010,DEA4,2,41.378
2015,NUTS,2010,DEA4,2,44.848
2016,NUTS,2010,DEA4,2,49.897
2017,NUTS,2010,DEA4,2,65.337
2018,NUTS,2010,DEA4,2,58.776
2019,NUTS,2010,DEA4,2,64.11
2011,NUTS,2010,DEA5,2,121.828
2012,NUTS,2010,DEA5,2,130.597
2013,NUTS,2010,DEA5,2,120.1
2014,NUTS,2010,DEA5,2,172.824
2015,NUTS,2010,DEA5,2,184.719
2016,NUTS,2010,DEA5,2,186.506
2017,NUTS,2010,DEA5,2,194.151
2018,NUTS,2010,DEA5,2,198.745
2019,NUTS,2010,DEA5,2,190.2
2011,NUTS,2010,DEB,1,206.761
2012,NUTS,2010,DEB,1,197.371
2013,NUTS,2010,DEB,1,205.109
2014,NUTS,2010,DEB,1,184.612
2015,NUTS,2010,DEB,1,208.92
2016,NUTS,2010,DEB,1,235.086
2017,NUTS,2010,DEB,1,262.3
2018,NUTS,2010,DEB,1,273.922
2019,NUTS,2010,DEB,1,300.99
2011,NUTS,2010,DEB1,2,13.558
2012,NUTS,2010,DEB1,2,15.176
2013,NUTS,2010,DEB1,2,25.572
2014,NUTS,2010,DEB1,2,22.268
2015,NUTS,2010,DEB1,2,19.073
2016,NUTS,2010,DEB1,2,18.01
2017,NUTS,2010,DEB1,2,20.123
2018,NUTS,2010,DEB1,2,20.696
2019,NUTS,2010,DEB1,2,26.37
2011,NUTS,2010,DEB2,2,9.456
2012,NUTS,2010,DEB2,2,10.777
2013,NUTS,2010,DEB2,2,4.195
2014,NUTS,2010,DEB2,2,4.12
2015,NUTS,2010,DEB2,2,4.04
2016,NUTS,2010,DEB2,2,4.44
2017,NUTS,2010,DEB2,2,4.251
2018,NUTS,2010,DEB2,2,4.981
2019,NUTS,2010,DEB2,2,7.84
2011,NUTS,2010,DEB3,2,183.747
2012,NUTS,2010,DEB3,2,171.417
2013,NUTS,2010,DEB3,2,175.342
2014,NUTS,2010,DEB3,2,158.224
2015,NUTS,2010,DEB3,2,185.807
2016,NUTS,2010,DEB3,2,212.636
2017,NUTS,2010,DEB3,2,237.926
2018,NUTS,2010,DEB3,2,248.246
2019,NUTS,2010,DEB3,2,266.78
2011,NUTS,2010,DEC,1,135.643
2012,NUTS,2010,DEC,1,135.895
2013,NUTS,2010,DEC,1,133.051
2014,NUTS,2010,DEC,1,136.897
2015,NUTS,2010,DEC,1,130.536
2016,NUTS,2010,DEC,1,117.246
2017,NUTS,2010,DEC,1,127.109
2018,NUTS,2010,DEC,1,129.982
2019,NUTS,2010,DEC,1,155.1
2011,NUTS,2010,DEC0,2,135.643
2012,NUTS,2010,DEC0,2,135.895
2013,NUTS,2010,DEC0,2,133.051
2014,NUTS,2010,DEC0,2,136.897
2015,NUTS,2010,DEC0,2,130.536
2016,NUTS,2010,DEC0,2,117.246
2017,NUTS,2010,DEC0,2,127.109
2018,NUTS,2010,DEC0,2,129.982
2019,NUTS,2010,DEC0,2,155.1
2011,NUTS,2010,DED,1,842.19
2012,NUTS,2010,DED,1,800.412
2013,NUTS,2010,DED,1,847.528
2014,NUTS,2010,DED,1,780.886
2015,NUTS,2010,DED,1,884.047
2016,NUTS,2010,DED,1,915.179
2017,NUTS,2010,DED,1,961.373
2018,NUTS,2010,DED,1,1004.643
2019,NUTS,2010,DED,1,1074.94
2011,NUTS,2010,DED2,2,525.484
2012,NUTS,2010,DED2,2,507.14
2013,NUTS,2010,DED2,2,532.925
2014,NUTS,2010,DED2,2,500.468
2015,NUTS,2010,DED2,2,531.288
2016,NUTS,2010,DED2,2,572.029
2017,NUTS,2010,DED2,2,596.2
2018,NUTS,2010,DED2,2,614.235
2019,NUTS,2010,DED2,2,653.14
2011,NUTS,2010,DED4,2,78.7
2012,NUTS,2010,DED4,2,80.056
2013,NUTS,2010,DED4,2,93.069
2014,NUTS,2010,DED4,2,91.242
2015,NUTS,2010,DED4,2,93.665
2016,NUTS,2010,DED4,2,98.231
2017,NUTS,2010,DED4,2,102.546
2018,NUTS,2010,DED4,2,109.97
2019,NUTS,2010,DED4,2,114.16
2011,NUTS,2010,DED5,2,238.0
2012,NUTS,2010,DED5,2,213.215
2013,NUTS,2010,DED5,2,221.535
2014,NUTS,2010,DED5,2,189.177
2015,NUTS,2010,DED5,2,259.095
2016,NUTS,2010,DED5,2,244.919
2017,NUTS,2010,DED5,2,262.627
2018,NUTS,2010,DED5,2,280.437
2019,NUTS,2010,DED5,2,307.64
2011,NUTS,2010,DEE,1,293.818
2012,NUTS,2010,DEE,1,268.112
2013,NUTS,2010,DEE,1,272.598
2014,NUTS,2010,DEE,1,272.969
2015,NUTS,2010,DEE,1,281.388
2016,NUTS,2010,DEE,1,291.723
2017,NUTS,2010,DEE,1,312.903
2018,NUTS,2010,DEE,1,325.189
2019,NUTS,2010,DEE,1,348.15
2011,NUTS,2010,DEE0,2,293.818
2012,NUTS,2010,DEE0,2,268.112
2013,NUTS,2010,DEE0,2,272.598
2014,NUTS,2010,DEE0,2,272.969
2015,NUTS,2010,DEE0,2,281.388
2016,NUTS,2010,DEE0,2,291.723
2017,NUTS,2010,DEE0,2,312.903
2018,NUTS,2010,DEE0,2,325.189
2019,NUTS,2010,DEE0,2,348.15
2011,NUTS,2010,DEF,1,273.495
2012,NUTS,2010,DEF,1,293.693
2013,NUTS,2010,DEF,1,301.349
2014,NUTS,2010,DEF,1,334.512
2015,NUTS,2010,DEF,1,296.118
2016,NUTS,2010,DEF,1,296.961
2017,NUTS,2010,DEF,1,314.187
2018,NUTS,2010,DEF,1,321.739
2019,NUTS,2010,DEF,1,349.88
2011,NUTS,2010,DEF0,2,273.495
2012,NUTS,2010,DEF0,2,293.693
2013,NUTS,2010,DEF0,2,301.349
2014,NUTS,2010,DEF0,2,334.512
2015,NUTS,2010,DEF0,2,296.118
2016,NUTS,2010,DEF0,2,296.961
2017,NUTS,2010,DEF0,2,314.187
2018,NUTS,2010,DEF0,2,321.739
2019,NUTS,2010,DEF0,2,349.88
2011,NUTS,2010,DEG,1,264.49
2012,NUTS,2010,DEG,1,272.932
2013,NUTS,2010,DEG,1,273.199
2014,NUTS,2010,DEG,1,272.884
2015,NUTS,2010,DEG,1,270.403
2016,NUTS,2010,DEG,1,281.049
2017,NUTS,2010,DEG,1,300.433
2018,NUTS,2010,DEG,1,323.229
2019,NUTS,2010,DEG,1,334.17
2011,NUTS,2010,DEG0,2,264.49
2012,NUTS,2010,DEG0,2,272.932
2013,NUTS,2010,DEG0,2,273.199
2014,NUTS,2010,DEG0,2,272.884
2015,NUTS,2010,DEG0,2,270.403
2016,NUTS,2010,DEG0,2,281.049
2017,NUTS,2010,DEG0,2,300.433
2018,NUTS,2010,DEG0,2,323.229
2019,NUTS,2010,DEG0,2,334.17
2011,NUTS,2010,DEZ,1,85.864
2012,NUTS,2010,DEZ,1,88.57
2013,NUTS,2010,DEZ,1,83.336
2014,NUTS,2010,DEZ,1,100.929
2015,NUTS,2010,DEZ,1,88.601
2016,NUTS,2010,DEZ,1,93.602
2017,NUTS,2010,DEZ,1,99.974
2018,NUTS,2010,DEZ,1,92.726
2019,NUTS,2010,DEZ,1,97.7
2011,NUTS,2010,DEZZ,2,85.864
2012,NUTS,2010,DEZZ,2,88.57
2013,NUTS,2010,DEZZ,2,83.336
2014,NUTS,2010,DEZZ,2,100.929
2015,NUTS,2010,DEZZ,2,88.601
2016,NUTS,2010,DEZZ,2,93.602
2017,NUTS,2010,DEZZ,2,99.974
2018,NUTS,2010,DEZZ,2,92.726
2019,NUTS,2010,DEZZ,2,97.7
2011,NUTS,2010,DK,0,1103.076
2012,NUTS,2010,DK,0,1341.0
2013,NUTS,2010,DK,0,1350.0
2014,NUTS,2010,DK,0,1324.0
2015,NUTS,2010,DK,0,1388.0
2016,NUTS,2010,DK,0,1443.0
2017,NUTS,2010,DK,0,1972.0
2018,NUTS,2010,DK,0,1941.0
2019,NUTS,2010,DK,0,1978.0
2020,NUTS,2010,DK,0,2157.0
2011,NUTS,2010,DK0,1,1162.8
2012,NUTS,2010,DK0,1,1341.0
2013,NUTS,2010,DK0,1,1349.9
2014,NUTS,2010,DK0,1,1324.0
2015,NUTS,2010,DK0,1,1388.0
2016,NUTS,2010,DK0,1,1443.0
2017,NUTS,2010,DK0,1,1972.0
2018,NUTS,2010,DK0,1,1941.0
2019,NUTS,2010,DK0,1,1978.0
2020,NUTS,2010,DK0,1,2157.0
2011,NUTS,2010,DK01,2,866.059
2012,NUTS,2010,DK01,2,873.0
2013,NUTS,2010,DK01,2,763.0
2014,NUTS,2010,DK01,2,728.0
2015,NUTS,2010,DK01,2,647.0
2016,NUTS,2010,DK01,2,626.0
2017,NUTS,2010,DK01,2,1170.0
2019,NUTS,2010,DK01,2,1107.0
2011,NUTS,2010,DK02,2,46.337
2012,NUTS,2010,DK02,2,61.0
2013,NUTS,2010,DK02,2,133.6
2014,NUTS,2010,DK02,2,96.0
2015,NUTS,2010,DK02,2,222.0
2016,NUTS,2010,DK02,2,167.0
2017,NUTS,2010,DK02,2,225.0
2019,NUTS,2010,DK02,2,265.0
2011,NUTS,2010,DK03,2,104.682
2012,NUTS,2010,DK03,2,137.0
2013,NUTS,2010,DK03,2,149.8
2014,NUTS,2010,DK03,2,200.0
2015,NUTS,2010,DK03,2,207.0
2016,NUTS,2010,DK03,2,237.0
2017,NUTS,2010,DK03,2,51.0
2019,NUTS,2010,DK03,2,29.0
2011,NUTS,2010,DK04,2,137.381
2012,NUTS,2010,DK04,2,256.0
2013,NUTS,2010,DK04,2,284.6
2014,NUTS,2010,DK04,2,284.0
2015,NUTS,2010,DK04,2,295.0
2016,NUTS,2010,DK04,2,393.0
2017,NUTS,2010,DK04,2,290.0
2019,NUTS,2010,DK04,2,268.0
2011,NUTS,2010,DK05,2,8.357
2012,NUTS,2010,DK05,2,14.0
2013,NUTS,2010,DK05,2,18.7
2014,NUTS,2010,DK05,2,16.0
2015,NUTS,2010,DK05,2,18.0
2016,NUTS,2010,DK05,2,21.0
2017,NUTS,2010,DK05,2,236.0
2019,NUTS,2010,DK05,2,308.0
2011,NUTS,2010,EE,0,31.097
2012,NUTS,2010,EE,0,35.363
2013,NUTS,2010,EE,0,29.117
2014,NUTS,2010,EE,0,31.482
2015,NUTS,2010,EE,0,32.71
2016,NUTS,2010,EE,0,30.9
2017,NUTS,2010,EE,0,35.8
2018,NUTS,2010,EE,0,41.8
2019,NUTS,2010,EE,0,46.41
2020,NUTS,2010,EE,0,47.3
2011,NUTS,2010,EE0,1,31.097
2012,NUTS,2010,EE0,1,35.363
2013,NUTS,2010,EE0,1,29.117
2014,NUTS,2010,EE0,1,31.482
2015,NUTS,2010,EE0,1,32.71
2016,NUTS,2010,EE0,1,30.9
2017,NUTS,2010,EE0,1,35.8
2018,NUTS,2010,EE0,1,41.8
2019,NUTS,2010,EE0,1,46.41
2020,NUTS,2010,EE0,1,47.3
2011,NUTS,2010,EE00,2,31.097
2012,NUTS,2010,EE00,2,35.363
2013,NUTS,2010,EE00,2,29.117
2014,NUTS,2010,EE00,2,31.482
2015,NUTS,2010,EE00,2,32.71
2016,NUTS,2010,EE00,2,30.9
2017,NUTS,2010,EE00,2,35.8
2018,NUTS,2010,EE00,2,41.8
2019,NUTS,2010,EE00,2,46.41
2020,NUTS,2010,EE00,2,47.3
2011,NUTS,2010,EL,0,331.727
2012,NUTS,2010,EL,0,331.9
2013,NUTS,2010,EL,0,410.13
2014,NUTS,2010,EL,0,412.69
2015,NUTS,2010,EL,0,479.35
2016,NUTS,2010,EL,0,438.82
2017,NUTS,2010,EL,0,451.14
2018,NUTS,2010,EL,0,488.09
2019,NUTS,2010,EL,0,523.94
2020,NUTS,2010,EL,0,537.21
2011,NUTS,2010,EL3,1,174.009
2013,NUTS,2010,EL3,1,208.24
2015,NUTS,2010,EL3,1,230.06
2017,NUTS,2010,EL3,1,247.9
2018,NUTS,2010,EL3,1,268.53
2019,NUTS,2010,EL3,1,292.42
2011,NUTS,2010,EL30,2,174.009
2013,NUTS,2010,EL30,2,208.24
2015,NUTS,2010,EL30,2,230.06
2017,NUTS,2010,EL30,2,247.9
2018,NUTS,2010,EL30,2,268.53
2019,NUTS,2010,EL30,2,292.42
2011,NUTS,2010,EL4,1,56.21
2013,NUTS,2010,EL4,1,71.71
2015,NUTS,2010,EL4,1,80.66
2017,NUTS,2010,EL4,1,74.31
2018,NUTS,2010,EL4,1,76.73
2019,NUTS,2010,EL4,1,81.76
2011,NUTS,2010,EL41,2,2.41
2013,NUTS,2010,EL41,2,4.38
2015,NUTS,2010,EL41,2,6.85
2017,NUTS,2010,EL41,2,5.84
2018,NUTS,2010,EL41,2,6.74
2019,NUTS,2010,EL41,2,5.91
2011,NUTS,2010,EL42,2,5.796
2013,NUTS,2010,EL42,2,7.89
2015,NUTS,2010,EL42,2,6.9
2017,NUTS,2010,EL42,2,5.46
2018,NUTS,2010,EL42,2,6.93
2019,NUTS,2010,EL42,2,9.66
2011,NUTS,2010,EL43,2,48.003
2013,NUTS,2010,EL43,2,59.44
2015,NUTS,2010,EL43,2,66.91
2017,NUTS,2010,EL43,2,63.01
2018,NUTS,2010,EL43,2,63.06
2019,NUTS,2010,EL43,2,66.19
2011,NUTS,2010,EL5,1,58.659
2013,NUTS,2010,EL5,1,76.78
2015,NUTS,2010,EL5,1,87.9
2017,NUTS,2010,EL5,1,89.72
2018,NUTS,2010,EL5,1,94.07
2019,NUTS,2010,EL5,1,100.81
2011,NUTS,2010,EL51,2,3.994
2013,NUTS,2010,EL51,2,9.68
2015,NUTS,2010,EL51,2,9.89
2017,NUTS,2010,EL51,2,4.85
2018,NUTS,2010,EL51,2,7.71
2019,NUTS,2010,EL51,2,7.5
2011,NUTS,2010,EL52,2,40.614
2013,NUTS,2010,EL52,2,52.88
2015,NUTS,2010,EL52,2,59.5
2017,NUTS,2010,EL52,2,74.61
2018,NUTS,2010,EL52,2,73.68
2019,NUTS,2010,EL52,2,81.52
2011,NUTS,2010,EL53,2,8.497
2013,NUTS,2010,EL53,2,6.51
2015,NUTS,2010,EL53,2,11.15
2017,NUTS,2010,EL53,2,5.11
2018,NUTS,2010,EL53,2,5.71
2019,NUTS,2010,EL53,2,4.63
2011,NUTS,2010,EL54,2,5.555
2013,NUTS,2010,EL54,2,7.71
2015,NUTS,2010,EL54,2,7.36
2017,NUTS,2010,EL54,2,5.15
2018,NUTS,2010,EL54,2,6.97
2019,NUTS,2010,EL54,2,7.16
2011,NUTS,2010,EL6,1,42.85
2013,NUTS,2010,EL6,1,53.4
2015,NUTS,2010,EL6,1,80.73
2017,NUTS,2010,EL6,1,39.21
2018,NUTS,2010,EL6,1,48.76
2019,NUTS,2010,EL6,1,48.95
2011,NUTS,2010,EL61,2,11.573
2013,NUTS,2010,EL61,2,14.1
2015,NUTS,2010,EL61,2,18.95
2017,NUTS,2010,EL61,2,7.91
2018,NUTS,2010,EL61,2,9.26
2019,NUTS,2010,EL61,2,8.84
2011,NUTS,2010,EL62,2,2.554
2013,NUTS,2010,EL62,2,3.49
2015,NUTS,2010,EL62,2,5.73
2017,NUTS,2010,EL62,2,1.78
2018,NUTS,2010,EL62,2,2.31
2019,NUTS,2010,EL62,2,2.7
2011,NUTS,2010,EL63,2,12.289
2013,NUTS,2010,EL63,2,16.16
2015,NUTS,2010,EL63,2,30.05
2017,NUTS,2010,EL63,2,16.85
2018,NUTS,2010,EL63,2,12.34
2019,NUTS,2010,EL63,2,14.04
2011,NUTS,2010,EL64,2,7.186
2013,NUTS,2010,EL64,2,6.58
2015,NUTS,2010,EL64,2,8.39
2017,NUTS,2010,EL64,2,3.49
2018,NUTS,2010,EL64,2,6.87
2019,NUTS,2010,EL64,2,5.92
2011,NUTS,2010,EL65,2,9.247
2013,NUTS,2010,EL65,2,13.07
2015,NUTS,2010,EL65,2,17.61
2017,NUTS,2010,EL65,2,9.18
2018,NUTS,2010,EL65,2,17.98
2019,NUTS,2010,EL65,2,17.45
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,2762.385
2012,NUTS,2010,ES,0,2556.646
2013,NUTS,2010,ES,0,2436.444
2014,NUTS,2010,ES,0,2408.695
2015,NUTS,2010,ES,0,2520.0
2016,NUTS,2010,ES,0,2453.0
2017,NUTS,2010,ES,0,2495.0
2018,NUTS,2010,ES,0,2515.0
2019,NUTS,2010,ES,0,2648.0
2020,NUTS,2010,ES,0,2753.0
2011,NUTS,2010,ES1,1,137.447
2013,NUTS,2010,ES1,1,117.963
2014,NUTS,2010,ES1,1,115.502
2015,NUTS,2010,ES1,1,127.0
2016,NUTS,2010,ES1,1,134.0
2017,NUTS,2010,ES1,1,132.0
2018,NUTS,2010,ES1,1,128.0
2019,NUTS,2010,ES1,1,130.0
2013,NUTS,2010,ES11,2,69.672
2014,NUTS,2010,ES11,2,69.72
2015,NUTS,2010,ES11,2,77.0
2016,NUTS,2010,ES11,2,82.0
2017,NUTS,2010,ES11,2,85.0
2018,NUTS,2010,ES11,2,85.0
2019,NUTS,2010,ES11,2,85.0
2012,NUTS,2010,ES12,2,28.566
2013,NUTS,2010,ES12,2,27.81
2014,NUTS,2010,ES12,2,26.808
2015,NUTS,2010,ES12,2,29.0
2016,NUTS,2010,ES12,2,29.0
2017,NUTS,2010,ES12,2,26.0
2018,NUTS,2010,ES12,2,24.0
2019,NUTS,2010,ES12,2,25.0
2011,NUTS,2010,ES13,2,28.662
2012,NUTS,2010,ES13,2,24.01
2013,NUTS,2010,ES13,2,20.481
2014,NUTS,2010,ES13,2,18.974
2015,NUTS,2010,ES13,2,20.0
2016,NUTS,2010,ES13,2,23.0
2017,NUTS,2010,ES13,2,21.0
2018,NUTS,2010,ES13,2,19.0
2019,NUTS,2010,ES13,2,20.0
2011,NUTS,2010,ES2,1,215.454
2012,NUTS,2010,ES2,1,215.516
2013,NUTS,2010,ES2,1,200.116
2014,NUTS,2010,ES2,1,196.681
2016,NUTS,2010,ES2,1,218.0
2017,NUTS,2010,ES2,1,210.0
2018,NUTS,2010,ES2,1,219.0
2019,NUTS,2010,ES2,1,228.0
2011,NUTS,2010,ES21,2,84.814
2012,NUTS,2010,ES21,2,97.298
2013,NUTS,2010,ES21,2,92.379
2014,NUTS,2010,ES21,2,91.75
2015,NUTS,2010,ES21,2,96.0
2016,NUTS,2010,ES21,2,96.0
2017,NUTS,2010,ES21,2,99.0
2018,NUTS,2010,ES21,2,96.0
2019,NUTS,2010,ES21,2,98.0
2011,NUTS,2010,ES22,2,37.068
2012,NUTS,2010,ES22,2,28.51
2013,NUTS,2010,ES22,2,25.065
2014,NUTS,2010,ES22,2,25.375
2016,NUTS,2010,ES22,2,27.0
2017,NUTS,2010,ES22,2,30.0
2018,NUTS,2010,ES22,2,32.0
2019,NUTS,2010,ES22,2,34.0
2011,NUTS,2010,ES23,2,22.319
2012,NUTS,2010,ES23,2,16.767
2013,NUTS,2010,ES23,2,14.993
2014,NUTS,2010,ES23,2,14.407
2015,NUTS,2010,ES23,2,15.0
2016,NUTS,2010,ES23,2,16.0
2017,NUTS,2010,ES23,2,16.0
2018,NUTS,2010,ES23,2,17.0
2019,NUTS,2010,ES23,2,16.0
2011,NUTS,2010,ES24,2,71.253
2012,NUTS,2010,ES24,2,72.941
2013,NUTS,2010,ES24,2,67.679
2014,NUTS,2010,ES24,2,65.149
2015,NUTS,2010,ES24,2,72.0
2016,NUTS,2010,ES24,2,79.0
2017,NUTS,2010,ES24,2,66.0
2018,NUTS,2010,ES24,2,74.0
2019,NUTS,2010,ES24,2,80.0
2011,NUTS,2010,ES3,1,1020.231
2012,NUTS,2010,ES3,1,908.312
2013,NUTS,2010,ES3,1,860.871
2014,NUTS,2010,ES3,1,857.166
2015,NUTS,2010,ES3,1,895.0
2016,NUTS,2010,ES3,1,865.0
2017,NUTS,2010,ES3,1,886.0
2018,NUTS,2010,ES3,1,888.0
2019,NUTS,2010,ES3,1,930.0
2011,NUTS,2010,ES30,2,1020.231
2012,NUTS,2010,ES30,2,908.312
2013,NUTS,2010,ES30,2,860.871
2014,NUTS,2010,ES30,2,857.166
2015,NUTS,2010,ES30,2,895.0
2016,NUTS,2010,ES30,2,865.0
2017,NUTS,2010,ES30,2,886.0
2018,NUTS,2010,ES30,2,888.0
2019,NUTS,2010,ES30,2,930.0
2011,NUTS,2010,ES4,1,133.973
2013,NUTS,2010,ES4,1,103.524
2014,NUTS,2010,ES4,1,97.884
2015,NUTS,2010,ES4,1,107.0
2016,NUTS,2010,ES4,1,101.0
2017,NUTS,2010,ES4,1,100.0
2018,NUTS,2010,ES4,1,108.0
2019,NUTS,2010,ES4,1,110.0
2012,NUTS,2010,ES41,2,53.971
2013,NUTS,2010,ES41,2,48.868
2014,NUTS,2010,ES41,2,49.066
2015,NUTS,2010,ES41,2,50.0
2016,NUTS,2010,ES41,2,50.0
2017,NUTS,2010,ES41,2,48.0
2018,NUTS,2010,ES41,2,51.0
2019,NUTS,2010,ES41,2,51.0
2013,NUTS,2010,ES42,2,25.416
2014,NUTS,2010,ES42,2,24.309
2015,NUTS,2010,ES42,2,33.0
2016,NUTS,2010,ES42,2,27.0
2017,NUTS,2010,ES42,2,28.0
2018,NUTS,2010,ES42,2,30.0
2019,NUTS,2010,ES42,2,31.0
2011,NUTS,2010,ES43,2,42.275
2012,NUTS,2010,ES43,2,34.9
2013,NUTS,2010,ES43,2,29.239
2014,NUTS,2010,ES43,2,24.509
2015,NUTS,2010,ES43,2,24.0
2016,NUTS,2010,ES43,2,25.0
2017,NUTS,2010,ES43,2,24.0
2018,NUTS,2010,ES43,2,27.0
2019,NUTS,2010,ES43,2,29.0
2011,NUTS,2010,ES5,1,790.483
2012,NUTS,2010,ES5,1,776.489
2013,NUTS,2010,ES5,1,752.461
2014,NUTS,2010,ES5,1,744.477
2015,NUTS,2010,ES5,1,764.0
2016,NUTS,2010,ES5,1,763.0
2017,NUTS,2010,ES5,1,781.0
2018,NUTS,2010,ES5,1,779.0
2019,NUTS,2010,ES5,1,835.0
2011,NUTS,2010,ES51,2,625.173
2012,NUTS,2010,ES51,2,614.318
2013,NUTS,2010,ES51,2,596.591
2014,NUTS,2010,ES51,2,591.281
2015,NUTS,2010,ES51,2,605.0
2016,NUTS,2010,ES51,2,599.0
2017,NUTS,2010,ES51,2,620.0
2018,NUTS,2010,ES51,2,618.0
2019,NUTS,2010,ES51,2,668.0
2011,NUTS,2010,ES52,2,128.899
2012,NUTS,2010,ES52,2,128.92
2013,NUTS,2010,ES52,2,122.972
2014,NUTS,2010,ES52,2,123.167
2015,NUTS,2010,ES52,2,127.0
2016,NUTS,2010,ES52,2,131.0
2017,NUTS,2010,ES52,2,126.0
2018,NUTS,2010,ES52,2,128.0
2019,NUTS,2010,ES52,2,133.0
2011,NUTS,2010,ES53,2,36.412
2012,NUTS,2010,ES53,2,33.25
2013,NUTS,2010,ES53,2,32.898
2014,NUTS,2010,ES53,2,30.029
2015,NUTS,2010,ES53,2,32.0
2016,NUTS,2010,ES53,2,32.0
2017,NUTS,2010,ES53,2,35.0
2018,NUTS,2010,ES53,2,34.0
2019,NUTS,2010,ES53,2,34.0
2011,NUTS,2010,ES6,1,385.025
2012,NUTS,2010,ES6,1,354.864
2013,NUTS,2010,ES6,1,339.14
2014,NUTS,2010,ES6,1,334.943
2015,NUTS,2010,ES6,1,355.0
2016,NUTS,2010,ES6,1,311.0
2017,NUTS,2010,ES6,1,309.0
2018,NUTS,2010,ES6,1,316.0
2019,NUTS,2010,ES6,1,333.0
2011,NUTS,2010,ES61,2,340.204
2012,NUTS,2010,ES61,2,316.838
2013,NUTS,2010,ES61,2,304.689
2014,NUTS,2010,ES61,2,302.498
2015,NUTS,2010,ES61,2,319.0
2016,NUTS,2010,ES61,2,276.0
2017,NUTS,2010,ES61,2,274.0
2018,NUTS,2010,ES61,2,283.0
2019,NUTS,2010,ES61,2,298.0
2012,NUTS,2010,ES62,2,37.975
2013,NUTS,2010,ES62,2,34.397
2014,NUTS,2010,ES62,2,32.386
2015,NUTS,2010,ES62,2,36.0
2016,NUTS,2010,ES62,2,35.0
2017,NUTS,2010,ES62,2,35.0
2018,NUTS,2010,ES62,2,33.0
2019,NUTS,2010,ES62,2,35.0
2011,NUTS,2010,ES7,1,79.772
2012,NUTS,2010,ES7,1,61.564
2013,NUTS,2010,ES7,1,62.369
2014,NUTS,2010,ES7,1,62.041
2015,NUTS,2010,ES7,1,64.0
2016,NUTS,2010,ES7,1,60.0
2017,NUTS,2010,ES7,1,75.0
2018,NUTS,2010,ES7,1,77.0
2019,NUTS,2010,ES7,1,82.0
2011,NUTS,2010,ES70,2,79.772
2012,NUTS,2010,ES70,2,61.564
2013,NUTS,2010,ES70,2,62.369
2014,NUTS,2010,ES70,2,62.041
2015,NUTS,2010,ES70,2,64.0
2016,NUTS,2010,ES70,2,60.0
2017,NUTS,2010,ES70,2,75.0
2018,NUTS,2010,ES70,2,77.0
2019,NUTS,2010,ES70,2,82.0
2011,NUTS,2010,ESZ,1,0.0
2012,NUTS,2010,ESZ,1,0.0
2013,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2012,NUTS,2010,ESZZ,2,0.0
2013,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,FI,0,633.712
2012,NUTS,2010,FI,0,615.864
2013,NUTS,2010,FI,0,596.4
2014,NUTS,2010,FI,0,563.1
2015,NUTS,2010,FI,0,496.2
2016,NUTS,2010,FI,0,483.4
2017,NUTS,2010,FI,0,527.1
2018,NUTS,2010,FI,0,535.0
2019,NUTS,2010,FI,0,543.1
2020,NUTS,2010,FI,0,528.7
2012,NUTS,2010,FI1,1,662.0
2015,NUTS,2010,FI1,1,543.1
2016,NUTS,2010,FI1,1,534.6
