year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_pnp_eur_hab
2009,NUTS,2010,CZ0,1,1.0
2010,NUTS,2010,CZ0,1,1.2
2011,NUTS,2010,CZ0,1,1.3
2012,NUTS,2010,CZ0,1,1.4
2013,NUTS,2010,CZ0,1,1.0
2014,NUTS,2010,CZ0,1,1.2
2015,NUTS,2010,CZ0,1,1.2
2016,NUTS,2010,CZ0,1,0.7
2017,NUTS,2010,CZ0,1,0.9
2018,NUTS,2010,CZ0,1,0.8
2019,NUTS,2010,CZ0,1,1.2
2020,NUTS,2010,CZ0,1,1.2
2001,NUTS,2010,CZ01,2,1.8
2002,NUTS,2010,CZ01,2,1.8
2003,NUTS,2010,CZ01,2,2.1
2004,NUTS,2010,CZ01,2,2.5
2005,NUTS,2010,CZ01,2,4.5
2006,NUTS,2010,CZ01,2,4.9
2007,NUTS,2010,CZ01,2,5.0
2008,NUTS,2010,CZ01,2,5.5
2009,NUTS,2010,CZ01,2,6.3
2010,NUTS,2010,CZ01,2,6.5
2011,NUTS,2010,CZ01,2,5.4
2012,NUTS,2010,CZ01,2,5.7
2013,NUTS,2010,CZ01,2,4.5
2014,NUTS,2010,CZ01,2,4.5
2015,NUTS,2010,CZ01,2,4.2
2016,NUTS,2010,CZ01,2,4.1
2017,NUTS,2010,CZ01,2,4.4
2018,NUTS,2010,CZ01,2,3.7
2019,NUTS,2010,CZ01,2,4.9
2020,NUTS,2010,CZ01,2,4.8
2001,NUTS,2010,CZ02,2,0.1
2002,NUTS,2010,CZ02,2,0.1
2003,NUTS,2010,CZ02,2,0.1
2004,NUTS,2010,CZ02,2,0.0
2005,NUTS,2010,CZ02,2,0.1
2006,NUTS,2010,CZ02,2,0.1
2007,NUTS,2010,CZ02,2,0.0
2008,NUTS,2010,CZ02,2,0.0
2009,NUTS,2010,CZ02,2,0.0
2010,NUTS,2010,CZ02,2,0.0
2011,NUTS,2010,CZ02,2,0.1
2012,NUTS,2010,CZ02,2,0.1
2013,NUTS,2010,CZ02,2,0.6
2014,NUTS,2010,CZ02,2,0.3
2015,NUTS,2010,CZ02,2,0.3
2016,NUTS,2010,CZ02,2,0.1
2017,NUTS,2010,CZ02,2,0.2
2018,NUTS,2010,CZ02,2,0.1
2019,NUTS,2010,CZ02,2,0.1
2020,NUTS,2010,CZ02,2,0.1
2001,NUTS,2010,CZ03,2,1.0
2002,NUTS,2010,CZ03,2,0.1
2003,NUTS,2010,CZ03,2,0.6
2004,NUTS,2010,CZ03,2,0.6
2005,NUTS,2010,CZ03,2,0.4
2006,NUTS,2010,CZ03,2,0.5
2007,NUTS,2010,CZ03,2,0.1
2008,NUTS,2010,CZ03,2,0.2
2009,NUTS,2010,CZ03,2,1.2
2010,NUTS,2010,CZ03,2,1.2
2011,NUTS,2010,CZ03,2,0.6
2012,NUTS,2010,CZ03,2,1.7
2013,NUTS,2010,CZ03,2,0.3
2014,NUTS,2010,CZ03,2,0.7
2015,NUTS,2010,CZ03,2,2.7
2016,NUTS,2010,CZ03,2,0.9
2017,NUTS,2010,CZ03,2,1.5
2018,NUTS,2010,CZ03,2,1.4
2019,NUTS,2010,CZ03,2,1.1
2020,NUTS,2010,CZ03,2,1.1
2001,NUTS,2010,CZ04,2,0.0
2002,NUTS,2010,CZ04,2,0.0
2003,NUTS,2010,CZ04,2,0.1
2004,NUTS,2010,CZ04,2,0.0
2005,NUTS,2010,CZ04,2,0.0
2006,NUTS,2010,CZ04,2,0.0
2007,NUTS,2010,CZ04,2,0.1
2008,NUTS,2010,CZ04,2,0.0
2009,NUTS,2010,CZ04,2,0.0
2010,NUTS,2010,CZ04,2,0.0
2011,NUTS,2010,CZ04,2,0.0
2012,NUTS,2010,CZ04,2,0.0
2013,NUTS,2010,CZ04,2,0.0
2014,NUTS,2010,CZ04,2,0.0
2015,NUTS,2010,CZ04,2,0.0
2016,NUTS,2010,CZ04,2,0.0
2017,NUTS,2010,CZ04,2,0.0
2018,NUTS,2010,CZ04,2,0.0
2019,NUTS,2010,CZ04,2,0.0
2020,NUTS,2010,CZ04,2,0.0
2001,NUTS,2010,CZ05,2,0.0
2002,NUTS,2010,CZ05,2,0.1
2003,NUTS,2010,CZ05,2,0.1
2004,NUTS,2010,CZ05,2,0.1
2005,NUTS,2010,CZ05,2,0.1
2006,NUTS,2010,CZ05,2,0.1
2007,NUTS,2010,CZ05,2,0.1
2008,NUTS,2010,CZ05,2,0.1
2009,NUTS,2010,CZ05,2,0.1
2010,NUTS,2010,CZ05,2,0.5
2011,NUTS,2010,CZ05,2,1.1
2012,NUTS,2010,CZ05,2,0.9
2013,NUTS,2010,CZ05,2,1.1
2014,NUTS,2010,CZ05,2,0.3
2015,NUTS,2010,CZ05,2,0.1
2016,NUTS,2010,CZ05,2,0.1
2017,NUTS,2010,CZ05,2,0.2
2018,NUTS,2010,CZ05,2,0.0
2019,NUTS,2010,CZ05,2,1.7
2020,NUTS,2010,CZ05,2,1.8
2001,NUTS,2010,CZ06,2,0.1
2002,NUTS,2010,CZ06,2,0.1
2003,NUTS,2010,CZ06,2,0.2
2004,NUTS,2010,CZ06,2,0.1
2005,NUTS,2010,CZ06,2,0.1
2006,NUTS,2010,CZ06,2,0.1
2007,NUTS,2010,CZ06,2,0.1
2008,NUTS,2010,CZ06,2,0.4
2009,NUTS,2010,CZ06,2,0.4
2010,NUTS,2010,CZ06,2,1.1
2011,NUTS,2010,CZ06,2,1.3
2012,NUTS,2010,CZ06,2,0.6
2013,NUTS,2010,CZ06,2,0.9
2014,NUTS,2010,CZ06,2,0.9
2015,NUTS,2010,CZ06,2,1.7
2016,NUTS,2010,CZ06,2,0.2
2017,NUTS,2010,CZ06,2,0.4
2018,NUTS,2010,CZ06,2,0.6
2019,NUTS,2010,CZ06,2,0.4
2020,NUTS,2010,CZ06,2,0.5
2001,NUTS,2010,CZ07,2,0.1
2002,NUTS,2010,CZ07,2,0.1
2003,NUTS,2010,CZ07,2,0.1
2004,NUTS,2010,CZ07,2,0.1
2005,NUTS,2010,CZ07,2,0.1
2006,NUTS,2010,CZ07,2,0.2
2007,NUTS,2010,CZ07,2,0.4
2008,NUTS,2010,CZ07,2,0.4
2009,NUTS,2010,CZ07,2,0.4
2010,NUTS,2010,CZ07,2,0.7
2011,NUTS,2010,CZ07,2,0.4
2012,NUTS,2010,CZ07,2,0.3
2013,NUTS,2010,CZ07,2,0.2
2014,NUTS,2010,CZ07,2,0.4
2015,NUTS,2010,CZ07,2,0.3
2016,NUTS,2010,CZ07,2,0.3
2017,NUTS,2010,CZ07,2,0.2
2018,NUTS,2010,CZ07,2,0.3
2019,NUTS,2010,CZ07,2,0.5
2020,NUTS,2010,CZ07,2,0.6
2001,NUTS,2010,CZ08,2,0.1
2002,NUTS,2010,CZ08,2,0.3
2003,NUTS,2010,CZ08,2,0.2
2004,NUTS,2010,CZ08,2,0.1
2005,NUTS,2010,CZ08,2,0.1
2006,NUTS,2010,CZ08,2,0.2
2007,NUTS,2010,CZ08,2,0.1
2008,NUTS,2010,CZ08,2,0.1
2009,NUTS,2010,CZ08,2,0.0
2010,NUTS,2010,CZ08,2,0.0
2011,NUTS,2010,CZ08,2,1.8
2012,NUTS,2010,CZ08,2,2.1
2013,NUTS,2010,CZ08,2,0.1
2014,NUTS,2010,CZ08,2,2.8
2015,NUTS,2010,CZ08,2,0.3
2016,NUTS,2010,CZ08,2,0.1
2017,NUTS,2010,CZ08,2,0.5
2018,NUTS,2010,CZ08,2,0.6
2019,NUTS,2010,CZ08,2,0.5
2020,NUTS,2010,CZ08,2,0.4
1981,NUTS,2010,DE,0,1.3
1982,NUTS,2010,DE,0,1.4
1983,NUTS,2010,DE,0,1.4
1984,NUTS,2010,DE,0,1.5
1985,NUTS,2010,DE,0,1.6
1986,NUTS,2010,DE,0,1.7
1987,NUTS,2010,DE,0,2.2
1988,NUTS,2010,DE,0,2.3
1989,NUTS,2010,DE,0,2.3
1990,NUTS,2010,DE,0,2.3
2003,NUTS,2010,DE,0,
2004,NUTS,2010,DE,0,
2005,NUTS,2010,DE,0,
2006,NUTS,2010,DE,0,
2007,NUTS,2010,DE,0,
2008,NUTS,2010,DE,0,
2009,NUTS,2010,DE,0,
2010,NUTS,2010,DE,0,
2011,NUTS,2010,DE,0,
2012,NUTS,2010,DE,0,
2013,NUTS,2010,DE,0,
2014,NUTS,2010,DE,0,
2015,NUTS,2010,DE,0,
1981,NUTS,2010,DK,0,1.0
1982,NUTS,2010,DK,0,1.0
1983,NUTS,2010,DK,0,1.2
1984,NUTS,2010,DK,0,1.4
1985,NUTS,2010,DK,0,1.6
1986,NUTS,2010,DK,0,2.1
1987,NUTS,2010,DK,0,2.6
1988,NUTS,2010,DK,0,3.0
1989,NUTS,2010,DK,0,3.2
1990,NUTS,2010,DK,0,3.7
1991,NUTS,2010,DK,0,4.1
1992,NUTS,2010,DK,0,4.1
1993,NUTS,2010,DK,0,4.1
1995,NUTS,2010,DK,0,5.2
1996,NUTS,2010,DK,0,6.0
1997,NUTS,2010,DK,0,5.3
1998,NUTS,2010,DK,0,5.4
1999,NUTS,2010,DK,0,7.4
2000,NUTS,2010,DK,0,6.4
2001,NUTS,2010,DK,0,5.9
2002,NUTS,2010,DK,0,4.9
2003,NUTS,2010,DK,0,6.1
2004,NUTS,2010,DK,0,6.3
2005,NUTS,2010,DK,0,6.3
2006,NUTS,2010,DK,0,5.9
2007,NUTS,2010,DK,0,5.2
2008,NUTS,2010,DK,0,3.9
2009,NUTS,2010,DK,0,5.4
2010,NUTS,2010,DK,0,5.6
2011,NUTS,2010,DK,0,4.8
2012,NUTS,2010,DK,0,5.6
2013,NUTS,2010,DK,0,5.7
2014,NUTS,2010,DK,0,5.6
2015,NUTS,2010,DK,0,5.2
2016,NUTS,2010,DK,0,5.4
2017,NUTS,2010,DK,0,4.6
2018,NUTS,2010,DK,0,5.4
2019,NUTS,2010,DK,0,6.3
2020,NUTS,2010,DK,0,6.9
1981,NUTS,2010,DK0,1,1.0
1982,NUTS,2010,DK0,1,1.0
1983,NUTS,2010,DK0,1,1.2
1984,NUTS,2010,DK0,1,1.4
1985,NUTS,2010,DK0,1,1.6
1986,NUTS,2010,DK0,1,2.1
1987,NUTS,2010,DK0,1,2.6
1988,NUTS,2010,DK0,1,3.0
1989,NUTS,2010,DK0,1,3.2
1990,NUTS,2010,DK0,1,3.7
1991,NUTS,2010,DK0,1,4.1
1992,NUTS,2010,DK0,1,4.1
1993,NUTS,2010,DK0,1,4.1
1995,NUTS,2010,DK0,1,5.2
1996,NUTS,2010,DK0,1,6.0
1997,NUTS,2010,DK0,1,5.3
1998,NUTS,2010,DK0,1,5.4
1999,NUTS,2010,DK0,1,7.4
2000,NUTS,2010,DK0,1,6.4
2001,NUTS,2010,DK0,1,5.9
2002,NUTS,2010,DK0,1,4.9
2003,NUTS,2010,DK0,1,6.1
2004,NUTS,2010,DK0,1,6.3
2005,NUTS,2010,DK0,1,6.3
2006,NUTS,2010,DK0,1,5.9
2007,NUTS,2010,DK0,1,5.1
2008,NUTS,2010,DK0,1,3.9
2009,NUTS,2010,DK0,1,5.4
2010,NUTS,2010,DK0,1,5.6
2011,NUTS,2010,DK0,1,4.8
2012,NUTS,2010,DK0,1,5.6
2013,NUTS,2010,DK0,1,5.7
2014,NUTS,2010,DK0,1,5.6
2015,NUTS,2010,DK0,1,5.2
2016,NUTS,2010,DK0,1,5.4
2017,NUTS,2010,DK0,1,4.6
2018,NUTS,2010,DK0,1,5.4
2019,NUTS,2010,DK0,1,6.3
2020,NUTS,2010,DK0,1,6.9
2007,NUTS,2010,DK01,2,15.1
2009,NUTS,2010,DK01,2,17.2
2010,NUTS,2010,DK01,2,18.2
2011,NUTS,2010,DK01,2,15.5
2012,NUTS,2010,DK01,2,17.6
2013,NUTS,2010,DK01,2,17.9
2014,NUTS,2010,DK01,2,17.6
2015,NUTS,2010,DK01,2,15.8
2016,NUTS,2010,DK01,2,16.4
2017,NUTS,2010,DK01,2,14.2
2019,NUTS,2010,DK01,2,19.7
2007,NUTS,2010,DK02,2,0.1
2009,NUTS,2010,DK02,2,0.9
2010,NUTS,2010,DK02,2,0.7
2011,NUTS,2010,DK02,2,0.7
2012,NUTS,2010,DK02,2,0.7
2013,NUTS,2010,DK02,2,0.6
2014,NUTS,2010,DK02,2,0.7
2015,NUTS,2010,DK02,2,1.5
2016,NUTS,2010,DK02,2,1.3
2017,NUTS,2010,DK02,2,0.6
2019,NUTS,2010,DK02,2,0.8
2007,NUTS,2010,DK03,2,0.0
2009,NUTS,2010,DK03,2,0.2
2010,NUTS,2010,DK03,2,0.0
2011,NUTS,2010,DK03,2,0.0
2012,NUTS,2010,DK03,2,0.5
2013,NUTS,2010,DK03,2,0.5
2014,NUTS,2010,DK03,2,0.3
2015,NUTS,2010,DK03,2,0.3
2016,NUTS,2010,DK03,2,0.3
2017,NUTS,2010,DK03,2,0.3
2007,NUTS,2010,DK04,2,2.6
2009,NUTS,2010,DK04,2,0.0
2010,NUTS,2010,DK04,2,0.0
2011,NUTS,2010,DK04,2,0.0
2012,NUTS,2010,DK04,2,0.0
2013,NUTS,2010,DK04,2,0.0
2014,NUTS,2010,DK04,2,0.0
2015,NUTS,2010,DK04,2,0.0
2016,NUTS,2010,DK04,2,0.0
2017,NUTS,2010,DK04,2,0.0
2007,NUTS,2010,DK05,2,0.0
2010,NUTS,2010,DK05,2,0.0
2011,NUTS,2010,DK05,2,0.0
2012,NUTS,2010,DK05,2,0.0
2013,NUTS,2010,DK05,2,0.0
2014,NUTS,2010,DK05,2,0.0
2015,NUTS,2010,DK05,2,0.0
2016,NUTS,2010,DK05,2,0.0
2017,NUTS,2010,DK05,2,0.7
2000,NUTS,2010,EA19,2,2.4
2001,NUTS,2010,EA19,2,2.3
2002,NUTS,2010,EA19,2,3.0
2003,NUTS,2010,EA19,2,2.9
2004,NUTS,2010,EA19,2,3.0
2005,NUTS,2010,EA19,2,3.3
2006,NUTS,2010,EA19,2,4.4
2007,NUTS,2010,EA19,2,4.4
2008,NUTS,2010,EA19,2,4.6
2009,NUTS,2010,EA19,2,4.8
2010,NUTS,2010,EA19,2,5.2
2011,NUTS,2010,EA19,2,5.0
2012,NUTS,2010,EA19,2,4.9
2013,NUTS,2010,EA19,2,4.6
2014,NUTS,2010,EA19,2,4.9
2015,NUTS,2010,EA19,2,5.1
2016,NUTS,2010,EA19,2,4.9
2017,NUTS,2010,EA19,2,4.4
2018,NUTS,2010,EA19,2,4.6
2019,NUTS,2010,EA19,2,5.1
2020,NUTS,2010,EA19,2,5.5
1996,NUTS,2010,EE,0,0.1
1997,NUTS,2010,EE,0,0.1
1998,NUTS,2010,EE,0,0.1
1999,NUTS,2010,EE,0,0.1
2000,NUTS,2010,EE,0,0.5
2001,NUTS,2010,EE,0,0.6
2002,NUTS,2010,EE,0,1.8
2003,NUTS,2010,EE,0,1.5
2004,NUTS,2010,EE,0,1.4
2005,NUTS,2010,EE,0,1.7
2006,NUTS,2010,EE,0,2.0
2007,NUTS,2010,EE,0,3.1
2008,NUTS,2010,EE,0,3.2
2009,NUTS,2010,EE,0,3.2
2010,NUTS,2010,EE,0,2.2
2011,NUTS,2010,EE,0,2.6
2012,NUTS,2010,EE,0,3.0
2013,NUTS,2010,EE,0,2.6
2014,NUTS,2010,EE,0,2.6
2015,NUTS,2010,EE,0,4.1
2016,NUTS,2010,EE,0,3.2
2017,NUTS,2010,EE,0,3.3
2018,NUTS,2010,EE,0,4.7
2019,NUTS,2010,EE,0,4.0
2020,NUTS,2010,EE,0,5.9
1996,NUTS,2010,EE0,1,0.1
1997,NUTS,2010,EE0,1,0.1
1998,NUTS,2010,EE0,1,0.1
1999,NUTS,2010,EE0,1,0.1
2000,NUTS,2010,EE0,1,0.5
2001,NUTS,2010,EE0,1,0.6
2002,NUTS,2010,EE0,1,1.8
2003,NUTS,2010,EE0,1,1.5
2004,NUTS,2010,EE0,1,1.4
2005,NUTS,2010,EE0,1,1.7
2006,NUTS,2010,EE0,1,2.0
2007,NUTS,2010,EE0,1,3.1
2008,NUTS,2010,EE0,1,3.2
2009,NUTS,2010,EE0,1,3.2
2010,NUTS,2010,EE0,1,2.2
2011,NUTS,2010,EE0,1,2.6
2012,NUTS,2010,EE0,1,3.0
2013,NUTS,2010,EE0,1,2.6
2014,NUTS,2010,EE0,1,2.6
2015,NUTS,2010,EE0,1,4.1
2016,NUTS,2010,EE0,1,3.2
2017,NUTS,2010,EE0,1,3.3
2018,NUTS,2010,EE0,1,4.7
2019,NUTS,2010,EE0,1,4.0
2020,NUTS,2010,EE0,1,5.9
1996,NUTS,2010,EE00,2,0.1
1997,NUTS,2010,EE00,2,0.1
1998,NUTS,2010,EE00,2,0.1
1999,NUTS,2010,EE00,2,0.1
2000,NUTS,2010,EE00,2,0.5
2001,NUTS,2010,EE00,2,0.6
2002,NUTS,2010,EE00,2,1.8
2003,NUTS,2010,EE00,2,1.5
2004,NUTS,2010,EE00,2,1.4
2005,NUTS,2010,EE00,2,1.7
2006,NUTS,2010,EE00,2,2.0
2007,NUTS,2010,EE00,2,3.1
2008,NUTS,2010,EE00,2,3.2
2009,NUTS,2010,EE00,2,3.2
2010,NUTS,2010,EE00,2,2.2
2011,NUTS,2010,EE00,2,2.6
2012,NUTS,2010,EE00,2,3.0
2013,NUTS,2010,EE00,2,2.6
2014,NUTS,2010,EE00,2,2.6
2015,NUTS,2010,EE00,2,4.1
2016,NUTS,2010,EE00,2,3.2
2017,NUTS,2010,EE00,2,3.3
2018,NUTS,2010,EE00,2,4.7
2019,NUTS,2010,EE00,2,4.0
2020,NUTS,2010,EE00,2,5.9
1993,NUTS,2010,EL,0,0.2
1995,NUTS,2010,EL,0,0.3
1997,NUTS,2010,EL,0,0.2
1999,NUTS,2010,EL,0,0.2
2001,NUTS,2010,EL,0,0.3
2003,NUTS,2010,EL,0,0.8
2004,NUTS,2010,EL,0,0.9
2005,NUTS,2010,EL,0,1.3
2006,NUTS,2010,EL,0,1.5
2007,NUTS,2010,EL,0,1.5
2008,NUTS,2010,EL,0,1.3
2009,NUTS,2010,EL,0,1.3
2010,NUTS,2010,EL,0,1.4
2011,NUTS,2010,EL,0,1.3
2012,NUTS,2010,EL,0,1.2
2013,NUTS,2010,EL,0,1.7
2014,NUTS,2010,EL,0,1.7
2015,NUTS,2010,EL,0,1.8
2016,NUTS,2010,EL,0,1.4
2017,NUTS,2010,EL,0,1.5
2018,NUTS,2010,EL,0,2.2
2019,NUTS,2010,EL,0,1.8
2020,NUTS,2010,EL,0,1.3
1993,NUTS,2010,EL3,1,0.5
1995,NUTS,2010,EL3,1,0.4
1997,NUTS,2010,EL3,1,0.3
1999,NUTS,2010,EL3,1,0.3
2001,NUTS,2010,EL3,1,0.4
2003,NUTS,2010,EL3,1,1.8
2005,NUTS,2010,EL3,1,3.2
2011,NUTS,2010,EL3,1,3.0
2013,NUTS,2010,EL3,1,3.3
2015,NUTS,2010,EL3,1,3.6
2017,NUTS,2010,EL3,1,3.3
2018,NUTS,2010,EL3,1,4.1
2019,NUTS,2010,EL3,1,3.9
1993,NUTS,2010,EL30,2,0.5
1995,NUTS,2010,EL30,2,0.4
1997,NUTS,2010,EL30,2,0.3
1999,NUTS,2010,EL30,2,0.3
2001,NUTS,2010,EL30,2,0.4
2003,NUTS,2010,EL30,2,1.8
2005,NUTS,2010,EL30,2,3.2
2011,NUTS,2010,EL30,2,3.0
2013,NUTS,2010,EL30,2,3.3
2015,NUTS,2010,EL30,2,3.6
2017,NUTS,2010,EL30,2,3.3
2018,NUTS,2010,EL30,2,4.1
2019,NUTS,2010,EL30,2,3.9
1995,NUTS,2010,EL4,1,0.0
2011,NUTS,2010,EL4,1,0.2
2013,NUTS,2010,EL4,1,1.4
2015,NUTS,2010,EL4,1,1.3
2017,NUTS,2010,EL4,1,1.6
2018,NUTS,2010,EL4,1,1.6
2019,NUTS,2010,EL4,1,1.7
2011,NUTS,2010,EL41,2,0.3
2013,NUTS,2010,EL41,2,0.3
2015,NUTS,2010,EL41,2,0.3
2017,NUTS,2010,EL41,2,0.8
2018,NUTS,2010,EL41,2,0.9
2019,NUTS,2010,EL41,2,1.5
2011,NUTS,2010,EL42,2,0.5
2013,NUTS,2010,EL42,2,1.8
2015,NUTS,2010,EL42,2,1.0
2017,NUTS,2010,EL42,2,1.2
2018,NUTS,2010,EL42,2,1.1
2019,NUTS,2010,EL42,2,1.2
1995,NUTS,2010,EL43,2,0.0
2011,NUTS,2010,EL43,2,0.0
2013,NUTS,2010,EL43,2,1.4
2015,NUTS,2010,EL43,2,1.8
2017,NUTS,2010,EL43,2,2.0
2018,NUTS,2010,EL43,2,2.1
2019,NUTS,2010,EL43,2,2.1
2011,NUTS,2010,EL5,1,0.5
2013,NUTS,2010,EL5,1,1.1
2015,NUTS,2010,EL5,1,1.1
2017,NUTS,2010,EL5,1,0.5
2018,NUTS,2010,EL5,1,0.9
2019,NUTS,2010,EL5,1,0.7
1995,NUTS,2010,EL51,2,0.0
2011,NUTS,2010,EL51,2,0.0
2013,NUTS,2010,EL51,2,0.1
2015,NUTS,2010,EL51,2,0.1
2017,NUTS,2010,EL51,2,0.2
2018,NUTS,2010,EL51,2,0.2
2019,NUTS,2010,EL51,2,0.1
1993,NUTS,2010,EL52,2,0.2
1995,NUTS,2010,EL52,2,0.8
1997,NUTS,2010,EL52,2,0.5
1999,NUTS,2010,EL52,2,0.6
2001,NUTS,2010,EL52,2,0.7
2003,NUTS,2010,EL52,2,0.8
2005,NUTS,2010,EL52,2,0.8
2011,NUTS,2010,EL52,2,0.6
2013,NUTS,2010,EL52,2,1.5
2015,NUTS,2010,EL52,2,1.6
2017,NUTS,2010,EL52,2,0.6
2018,NUTS,2010,EL52,2,1.1
2019,NUTS,2010,EL52,2,1.0
2011,NUTS,2010,EL53,2,0.8
2013,NUTS,2010,EL53,2,0.7
2015,NUTS,2010,EL53,2,0.5
2017,NUTS,2010,EL53,2,0.9
2018,NUTS,2010,EL53,2,1.0
2019,NUTS,2010,EL53,2,0.6
2011,NUTS,2010,EL54,2,0.3
2013,NUTS,2010,EL54,2,0.9
2015,NUTS,2010,EL54,2,0.9
2017,NUTS,2010,EL54,2,0.7
2018,NUTS,2010,EL54,2,0.6
2019,NUTS,2010,EL54,2,0.6
2011,NUTS,2010,EL6,1,0.1
2013,NUTS,2010,EL6,1,0.1
2015,NUTS,2010,EL6,1,0.1
2017,NUTS,2010,EL6,1,0.2
2018,NUTS,2010,EL6,1,1.1
2019,NUTS,2010,EL6,1,0.3
2011,NUTS,2010,EL61,2,0.1
2013,NUTS,2010,EL61,2,0.1
2015,NUTS,2010,EL61,2,0.1
2017,NUTS,2010,EL61,2,0.2
2018,NUTS,2010,EL61,2,0.2
2019,NUTS,2010,EL61,2,0.1
2011,NUTS,2010,EL62,2,0.0
2013,NUTS,2010,EL62,2,0.0
2015,NUTS,2010,EL62,2,0.0
2017,NUTS,2010,EL62,2,0.0
2018,NUTS,2010,EL62,2,0.0
2019,NUTS,2010,EL62,2,0.0
2011,NUTS,2010,EL63,2,0.0
2013,NUTS,2010,EL63,2,0.1
2015,NUTS,2010,EL63,2,0.0
2017,NUTS,2010,EL63,2,0.0
2018,NUTS,2010,EL63,2,0.0
2019,NUTS,2010,EL63,2,0.0
2011,NUTS,2010,EL64,2,0.1
2013,NUTS,2010,EL64,2,0.1
2015,NUTS,2010,EL64,2,0.1
2017,NUTS,2010,EL64,2,0.1
2018,NUTS,2010,EL64,2,0.0
2019,NUTS,2010,EL64,2,0.0
1995,NUTS,2010,EL65,2,0.2
1997,NUTS,2010,EL65,2,0.3
1999,NUTS,2010,EL65,2,0.3
2001,NUTS,2010,EL65,2,0.3
2003,NUTS,2010,EL65,2,1.0
2005,NUTS,2010,EL65,2,0.7
2011,NUTS,2010,EL65,2,0.2
2013,NUTS,2010,EL65,2,0.3
2015,NUTS,2010,EL65,2,0.3
2017,NUTS,2010,EL65,2,0.6
2018,NUTS,2010,EL65,2,5.2
2019,NUTS,2010,EL65,2,1.3
1986,NUTS,2010,ES,0,0.3
1987,NUTS,2010,ES,0,0.4
1988,NUTS,2010,ES,0,0.4
1989,NUTS,2010,ES,0,0.3
1990,NUTS,2010,ES,0,0.5
1991,NUTS,2010,ES,0,0.5
1992,NUTS,2010,ES,0,0.6
1993,NUTS,2010,ES,0,0.9
1994,NUTS,2010,ES,0,0.8
1995,NUTS,2010,ES,0,1.0
1996,NUTS,2010,ES,0,1.1
1997,NUTS,2010,ES,0,1.1
1998,NUTS,2010,ES,0,1.3
1999,NUTS,2010,ES,0,1.3
2000,NUTS,2010,ES,0,1.3
2001,NUTS,2010,ES,0,1.3
2002,NUTS,2010,ES,0,0.4
2003,NUTS,2010,ES,0,0.4
2004,NUTS,2010,ES,0,0.3
2005,NUTS,2010,ES,0,0.3
2006,NUTS,2010,ES,0,0.5
2007,NUTS,2010,ES,0,0.5
2008,NUTS,2010,ES,0,0.5
2009,NUTS,2010,ES,0,0.6
2010,NUTS,2010,ES,0,0.6
2011,NUTS,2010,ES,0,0.5
2012,NUTS,2010,ES,0,0.5
2013,NUTS,2010,ES,0,0.5
2014,NUTS,2010,ES,0,0.5
2015,NUTS,2010,ES,0,0.6
2016,NUTS,2010,ES,0,0.7
2017,NUTS,2010,ES,0,0.6
2018,NUTS,2010,ES,0,0.8
2019,NUTS,2010,ES,0,0.9
2020,NUTS,2010,ES,0,1.0
1990,NUTS,2010,ES1,1,0.0
1991,NUTS,2010,ES1,1,0.1
1992,NUTS,2010,ES1,1,0.0
1993,NUTS,2010,ES1,1,0.0
1994,NUTS,2010,ES1,1,0.0
1995,NUTS,2010,ES1,1,0.6
1996,NUTS,2010,ES1,1,0.6
1997,NUTS,2010,ES1,1,0.6
1998,NUTS,2010,ES1,1,0.7
1999,NUTS,2010,ES1,1,0.3
2000,NUTS,2010,ES1,1,1.5
2001,NUTS,2010,ES1,1,0.6
2002,NUTS,2010,ES1,1,0.7
2003,NUTS,2010,ES1,1,0.0
2004,NUTS,2010,ES1,1,0.1
2005,NUTS,2010,ES1,1,0.1
2006,NUTS,2010,ES1,1,0.7
2007,NUTS,2010,ES1,1,0.9
2008,NUTS,2010,ES1,1,1.0
2009,NUTS,2010,ES1,1,0.9
2010,NUTS,2010,ES1,1,0.7
2011,NUTS,2010,ES1,1,0.6
2012,NUTS,2010,ES1,1,0.8
2013,NUTS,2010,ES1,1,0.8
2014,NUTS,2010,ES1,1,
2015,NUTS,2010,ES1,1,0.7
2016,NUTS,2010,ES1,1,1.2
2017,NUTS,2010,ES1,1,1.2
2018,NUTS,2010,ES1,1,1.2
2019,NUTS,2010,ES1,1,
1990,NUTS,2010,ES11,2,0.0
1991,NUTS,2010,ES11,2,0.0
1992,NUTS,2010,ES11,2,0.0
1993,NUTS,2010,ES11,2,0.0
1994,NUTS,2010,ES11,2,0.0
1995,NUTS,2010,ES11,2,0.0
1996,NUTS,2010,ES11,2,0.0
1997,NUTS,2010,ES11,2,0.0
1998,NUTS,2010,ES11,2,0.0
2000,NUTS,2010,ES11,2,0.4
2001,NUTS,2010,ES11,2,0.4
2002,NUTS,2010,ES11,2,0.3
2003,NUTS,2010,ES11,2,0.0
2004,NUTS,2010,ES11,2,0.0
2005,NUTS,2010,ES11,2,0.0
2006,NUTS,2010,ES11,2,0.0
2007,NUTS,2010,ES11,2,0.1
2008,NUTS,2010,ES11,2,0.1
2009,NUTS,2010,ES11,2,0.2
2010,NUTS,2010,ES11,2,0.0
2011,NUTS,2010,ES11,2,
2012,NUTS,2010,ES11,2,
2013,NUTS,2010,ES11,2,
2014,NUTS,2010,ES11,2,0.0
2015,NUTS,2010,ES11,2,0.0
